sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,boundary,candidate_id,candidate_source,current_mask_hash,tau_mask_hash,mask_changed,controlled_exact_kl,action_only_risk,action_u_norm,action_r_norm,candidate_retained_attention_mass,adjacent_method,risk_all_old,risk_update_g,risk_update_f,risk_update_path,risk_update_gf,risk_update_gp,risk_update_fp,risk_full_fresh,risk_path_q1_only,risk_path_q3_only,risk_single_midpoint,physical_exact_kl,physical_boundary_effect_norm,physical_position_overlap
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_00_attention_only,attention_only,517012747f97db71c0f6a191ad1c6481e0719410f78c278389a26d38f85b672d,517012747f97db71c0f6a191ad1c6481e0719410f78c278389a26d38f85b672d,False,5.124042956195212e-05,1.3650971881340962e-05,0.676334558288798,1.2432518343925614,0.995783056002123,mx.vjp_of_vjp,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,3.855792907729352e-05,0.0007467049306350663,0.49510029991168486,0.29292929292929293
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_01_aov,aov,a45de8779b7b2760004b0d7daa0be3a45fb586d66e0ffc75eabee65dbed688cb,a45de8779b7b2760004b0d7daa0be3a45fb586d66e0ffc75eabee65dbed688cb,False,4.848022912590165e-05,1.0967249169654804e-05,0.6784140916696397,1.213759419696086,0.9960183166965226,mx.vjp_of_vjp,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,3.587128342341237e-05,0.0006617158601638475,0.45607545311416176,0.3128205128205128
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_02_aor,aor,be7c376bacf27ad86e92a80acb84c61b2fca768684fb3119c5b170711d366cc6,be7c376bacf27ad86e92a80acb84c61b2fca768684fb3119c5b170711d366cc6,False,4.645891562742342e-05,9.813138137824634e-06,0.6661136738633341,1.192330517461914,0.9958962792268138,mx.vjp_of_vjp,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,3.385849292394235e-05,0.0008203720702036621,0.4711415481445532,0.29949238578680204
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_03_v_ridge,v_ridge,2a6a77492bb0419e0db33c68b9f8a2df7d78e75f77d802720e08cb75bc6bbf83,2a6a77492bb0419e0db33c68b9f8a2df7d78e75f77d802720e08cb75bc6bbf83,False,3.431548682330286e-05,6.322583423529314e-06,0.6882559492934461,1.2448431974163847,0.9956585112211414,mx.vjp_of_vjp,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,2.1788301298205307e-05,0.22351148411613084,0.36708254667021445,0.26108374384236455
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_04_snapkv,snapkv,c2120bce4aabd4c02df4a506494c4979789fdaef61f81b8624f5c6dc720c9d17,c2120bce4aabd4c02df4a506494c4979789fdaef61f81b8624f5c6dc720c9d17,False,4.6559668289221704e-05,9.923089449178441e-06,0.6383356403669279,1.1910974108443129,0.9971346166228063,mx.vjp_of_vjp,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,3.39372836796165e-05,0.011550238103748216,0.5712203725151063,0.391304347826087
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_05_old_stale_core,old_stale_core,185d0ad42054a3d0d9f77addbd19cdf5418c0b82ff6700358b870088dee53a7d,185d0ad42054a3d0d9f77addbd19cdf5418c0b82ff6700358b870088dee53a7d,False,5.355014904533323e-05,1.38055065380813e-05,0.7956531419573055,1.4024044581988562,0.9999999999999999,mx.vjp_of_vjp,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,4.09184533564389e-05,0.02210199249792926,0.0,1.0
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_06_fresh_core,fresh_core,99cbe40a56738e9f9b4f0c04acc4a53a732d30c042a9a770e18a59ef64104759,99cbe40a56738e9f9b4f0c04acc4a53a732d30c042a9a770e18a59ef64104759,False,3.0277263771179915e-05,4.14546980809428e-06,0.45828167902296246,0.8303964560582222,0.9943074266215765,mx.vjp_of_vjp,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,1.762314136728189e-05,0.26661706372297356,0.7985375705524562,0.16363636363636364
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,32,0,0,1,selector_07_random_reference,random_reference,79a9a389158fce97f40722db17e0e254dc89dad9fb346102706d29456b600e68,79a9a389158fce97f40722db17e0e254dc89dad9fb346102706d29456b600e68,False,3.5334438735686776e-05,6.509045563305241e-06,0.6224630518157669,1.0964852636984852,0.994811417701869,mx.vjp_of_vjp,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,2.2798686187111907e-05,0.022861608819301216,0.39485691074679163,0.21904761904761905
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_00_attention_only,attention_only,5d11164ea91e447409821d38e841310bc88d28d240e3d1b0dc33fb991a0a4a80,517012747f97db71c0f6a191ad1c6481e0719410f78c278389a26d38f85b672d,True,5.8514274591094345e-05,1.4618477780289915e-05,0.5581591664607548,0.958036842376398,0.995820961486592,mx.vjp_of_vjp,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,3.7867976291665555e-05,0.012661601033168844,0.38112113550387744,0.29292929292929293
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_01_aov,aov,9e2b49d7c4f7106036f11fc9de544ff261bb99ddb32222c980866353ebed3087,a45de8779b7b2760004b0d7daa0be3a45fb586d66e0ffc75eabee65dbed688cb,True,6.496129899766147e-05,1.643011640837892e-05,0.5686700985064758,0.9603736394322689,0.995907554643308,mx.vjp_of_vjp,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,4.423007851606804e-05,0.013656041611373768,0.3630636900693229,0.3128205128205128
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_02_aor,aor,8b52152fde7a96ad7d32421381b50e7185fd27ae5fc462fb9d2b7427b9653ea2,be7c376bacf27ad86e92a80acb84c61b2fca768684fb3119c5b170711d366cc6,True,6.570556951575844e-05,1.6810592115961768e-05,0.5704899726530287,0.9647980575135869,0.9955003861507878,mx.vjp_of_vjp,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,4.50741086979837e-05,0.010856932085638562,0.37291917293127574,0.29949238578680204
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_03_v_ridge,v_ridge,bbbaf429af0002bdb601e4207fb18e01e29b3dee0f5b52e9647e0d2577a9ee6b,2a6a77492bb0419e0db33c68b9f8a2df7d78e75f77d802720e08cb75bc6bbf83,True,6.477357615164133e-05,1.2329511563995442e-05,0.5330573414516263,0.922652746560826,0.9958117817266574,mx.vjp_of_vjp,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,4.402006024609005e-05,1.0931341908559207,0.3991568608973169,0.26108374384236455
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_04_snapkv,snapkv,72036bbecb4fb8f124e4e7927d74c67c159847c42689be8add767c212a43a131,c2120bce4aabd4c02df4a506494c4979789fdaef61f81b8624f5c6dc720c9d17,True,4.6887375900036535e-05,1.3865708585474122e-05,0.5054223086073308,0.8850591159849848,0.9972794846510724,mx.vjp_of_vjp,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,2.6217423727202112e-05,0.08628250489044163,0.5802673255167387,0.391304347826087
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_05_old_stale_core,old_stale_core,705954b31135960d45e71be3ea11ad69c85db8d82207182653e295094a0a8532,185d0ad42054a3d0d9f77addbd19cdf5418c0b82ff6700358b870088dee53a7d,True,6.569080024065714e-05,1.5240433169732827e-05,0.5543383928521473,0.9407362582087855,0.9957182396534783,mx.vjp_of_vjp,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,4.5057535571577686e-05,0.13776464955206927,0.0,1.0
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_06_fresh_core,fresh_core,c98e1eb5987678999546ce3a4b186446003e05bbc223667ecbcb6b8b11be00f9,99cbe40a56738e9f9b4f0c04acc4a53a732d30c042a9a770e18a59ef64104759,True,4.0623391782037904e-05,6.515113288417433e-06,0.3474885285815553,0.6298335095996069,0.9943826335846702,mx.vjp_of_vjp,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.9918226502561818e-05,1.925627800463482,0.6600564732324659,0.16363636363636364
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,33,1,0,1,selector_07_random_reference,random_reference,62e404b0292885ccd09f62a5585a88f49baedec5a70c090089ffae5cdbe9f9f8,79a9a389158fce97f40722db17e0e254dc89dad9fb346102706d29456b600e68,True,8.515555664292398e-05,1.9351146308572623e-05,0.562601405434621,0.9608133370876472,0.9951123078068975,mx.vjp_of_vjp,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,6.439872658697757e-05,0.16520655289031866,0.286879290000277,0.21904761904761905
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_00_attention_only,attention_only,d1310d11bfb30d60987f59e33f8817d93f0934ceee102fdd69623dbf5b45d377,517012747f97db71c0f6a191ad1c6481e0719410f78c278389a26d38f85b672d,True,5.1944348902588625e-06,1.6713718795659574e-05,0.768554027350741,1.2124803477183244,0.98521681740116,mx.vjp_of_vjp,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,-1.918700967625886e-05,0.0006461491287204232,0.6461301369704755,0.29292929292929293
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_01_aov,aov,e8c0a07ff17ecc3f9cd9e3d15a2c2aebdcf9673104ff576a728a3bf1028ed383,a45de8779b7b2760004b0d7daa0be3a45fb586d66e0ffc75eabee65dbed688cb,True,6.111368278731376e-06,1.4696616747315065e-05,0.832369735097227,1.2958742688353921,0.985610117198314,mx.vjp_of_vjp,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,-1.8225163104956647e-05,0.0005144238750869574,0.6412783622997736,0.3128205128205128
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_02_aor,aor,8eef348db01f223453b9387e8ac2b201840abbb5d407c9576c6f57986206318b,be7c376bacf27ad86e92a80acb84c61b2fca768684fb3119c5b170711d366cc6,True,5.557130981760668e-06,1.634388564766572e-05,0.7902325271323053,1.2481373085391805,0.9853650846202646,mx.vjp_of_vjp,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,-1.882048158695708e-05,0.0005971395081672801,0.6400348350877104,0.29949238578680204
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_03_v_ridge,v_ridge,ef33e0277d7b6c57093028338d7a2d8796690ce2f684c0521e2acfb5ab32c1c0,2a6a77492bb0419e0db33c68b9f8a2df7d78e75f77d802720e08cb75bc6bbf83,True,8.761100634799976e-05,1.832200064785987e-05,0.8908056094530523,1.3391871518347405,0.9858342933816466,mx.vjp_of_vjp,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,6.395529959833981e-05,0.0032936812137475302,0.42231708538004414,0.26108374384236455
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_04_snapkv,snapkv,1a913a6a28400cb9ba11fdd68d4b0798144ec134b6a8e4cf59b4e164f178d97b,c2120bce4aabd4c02df4a506494c4979789fdaef61f81b8624f5c6dc720c9d17,True,9.146329326578087e-05,1.8113261684473736e-05,0.8339133476182818,1.249864108693738,0.9912720298381452,mx.vjp_of_vjp,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,6.784088683962119e-05,0.0005870450832754118,0.6592832934913775,0.391304347826087
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_05_old_stale_core,old_stale_core,e7069d89fff92599df0bf847a0b67e106a18d79b4775704291c66df589c984bf,185d0ad42054a3d0d9f77addbd19cdf5418c0b82ff6700358b870088dee53a7d,True,3.400698790158465e-05,1.3709609162847083e-06,0.7974765175259575,1.2292641827074278,0.9860822059738477,mx.vjp_of_vjp,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,9.939940535036514e-06,0.021829765388932693,0.0,1.0
gov_report:106,gov_report,physical_evaluation,fixed_tau_old_core,32,34,2,0,1,selector_06_fresh_core,fresh_core,c613f469c85f9e11f13df6de302907470e42d0be8b2a79ea3024d95f821841d7,99cbe40a56738e9f9b4f0c04acc4a53a732d30c042a9a770e18a59ef64104759,True,0.00014050305409752092,4.1194937698269806e-05,0.7832798719803378,1.3588757752110314,0.9812313688193366,mx.vjp_of_vjp,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.00011788021549000844,0.027593525663749407,0.9164155979758755,0.16363636363636364
