experiment_name,run_id,sample_id,official_dataset_index,code_commit_hash,repository_state_id,config_hash,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,n_eval_tokens,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,peak_token_head_slots,final_token_head_slots,avg_token_head_slots,slot_time_integral,peak_memory_bytes,active_memory_bytes,total_time_s,generation_time_s,prefill_time_s,decode_time_s,eviction_time_s,decode_loop_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,generated_token_count,tokens_per_second,end_to_end_decode_tokens_per_second,eviction_overhead_fraction,avg_ms_per_token,ppl_time_s,ppl_prefill_time_s,ppl_decode_time_s,ppl_eviction_time_s,ppl_score_time_s,ppl_end_to_end_decode_tokens_per_second,ppl_eviction_overhead_fraction,ppl_score_refit_count,update_policy,update_interval,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle,artifact_schema_version,mechanism_artifacts_alignment_safe,sanity_check_failed
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,0,56,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,ruler,15687,,2.821050617601091,1.037109375,8,True,False,0.0,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,1.0,0.0013918765025939521,15806,15806,15742.5,888832,888832,888832.0,113770496,2065230984,1326951436,69.692257625,34.702308375,27.585034623,7.109163082999974,0.0,7.109163082999974,0.0,0.0,0.0,128,18.004932297317012,18.004932297317012,0.0,55.5403365859373,34.989949249999995,34.578550502999995,0.41037420899998267,0.0,0.0,19.49440248570869,0.0,0,every_n_steps,1,0,15678,False,,,False,2,False,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,1,57,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,ruler,15687,,2.865475700635363,1.052734375,8,True,False,0.020202020202020204,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,1.0,0.0013918765025939521,15806,15806,15742.5,888832,888832,888832.0,113770496,2065230984,1326951436,76.834833333,41.644140292,34.99332891500002,6.6430281710000685,0.0,6.6430281710000685,0.0,0.0,0.0,128,19.26832111879037,19.26832111879037,0.0,51.89865758593803,35.190693041,34.783683584,0.40595162500002857,0.0,0.0,19.706781565412964,0.0,0,every_n_steps,1,0,15678,False,,,False,2,False,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,0,56,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,ruler,15687,,20.56185170491249,3.0234375,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,77.45551637399998,40.51412829099999,35.55265045999991,2.411144247000152,2.5363215389996583,4.94746578599981,0.0018426080000324419,0.4622134790012069,1.212432484000118,128,53.08682803165029,25.871831264040377,0.5126506475652373,18.837064429688688,36.94138808299999,36.61991604399998,0.15714091700002086,0.16057487399999104,0.00013875400000529226,25.17973681704634,0.505404133343769,0,every_n_steps,1,0,3612,False,,,False,2,False,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,1,57,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,sink_recent_random,random,128,ruler,15687,,29.56877039069624,3.38671875,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,82.24693416600002,43.66479612500001,38.65234641500001,2.442358583000214,2.555365041999778,4.997723624999992,0.0019678119999184673,0.47558921700039036,1.2126296690010463,128,52.40835677894755,25.61166034866528,0.5113057931449305,19.08092642968917,38.58213804100001,38.26479945699981,0.15437666700000818,0.15874562499993772,0.00013140800018618393,25.549123152181647,0.5069764403741818,0,every_n_steps,1,0,3612,False,,,False,2,False,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,0,56,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,ruler,15687,,21.380942759123343,3.0625,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,79.25858016699999,41.415209042000015,37.67410883399998,2.437202748000402,1.2889585849997616,3.7261613330001637,0.001850666999985151,0.22380916400021533,0.05402841999978136,128,52.51922520808633,34.35170637041077,0.3459213034025934,19.040646468753142,37.843371124999976,37.602542542000094,0.15592216799984726,0.0813445849999539,0.0006361249999145002,33.71732406186173,0.3428402166401378,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,1,57,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,ruler,15687,,29.453492679719986,3.3828125,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,79.12035970900001,41.81341866700001,37.92655612500022,2.5759753400000136,1.2960828860004199,3.8720582260004335,0.00190886800021417,0.22720624999953998,0.05525162599980149,128,49.68991667443498,33.057354132872916,0.3347271167818112,20.124807343750106,37.306941042000005,37.06596475099974,0.1562980829999674,0.08075450000001183,0.0006267090000733333,33.74778666723366,0.34066070480244,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,0,56,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,token_rarity_shared,lexical,128,ruler,15687,,2.8823148826826688,1.05859375,8,True,False,0.0,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.5,0.0859375,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,76.0688360829999,40.02390908299998,36.36479966500002,2.4327033310000843,1.2122129200001837,3.644916251000268,0.06252512400044452,0.0017667080003320734,0.054686702000367404,128,52.61636236892856,35.11740495131354,0.3325763437410992,19.00549477343816,36.044926999999916,35.81593995700018,0.15050787499990292,0.07495341600008487,0.03116712499991081,35.482809330673234,0.3324447210767055,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,1,57,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,token_rarity_shared,lexical,128,ruler,15687,,2.788184382396333,1.025390625,8,True,False,0.0,True,100.0,True,string_match_all,ruler_public_string_match,True,string_match_all,100.0,0.5,0.0859375,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,76.82429983400004,40.27480066700002,36.631017872999905,2.409307414999148,1.2201219570002877,3.6294293719994357,0.0628335349996405,0.0016836270001476805,0.05450174399982188,128,53.12730090113688,35.26725192326457,0.33617459714559156,18.822714179680844,36.54949916700002,36.31401162399959,0.15778987499970754,0.07389645900002506,0.03130312500013588,34.529442724961214,0.3189504435773512,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,0,56,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,query_overlap_shared,lexical,128,ruler,15687,,28.547303976590324,3.3515625,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.5,0.0859375,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,53.171944083000085,30.605446833000087,27.62259720999998,1.5429961260003893,1.4269919130018707,2.96998803900226,0.6335270859999582,0.0010913709992337317,0.05385154800080727,128,82.9554901941262,43.09781666427196,0.48047059256213553,12.054657234378041,22.566497249999998,22.37624095800004,0.09633091600005628,0.09072845700006837,0.05122533299982024,42.767169972256184,0.48502491773030754,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_ruler_static_lexical_p20b,p20b_v1,1,57,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,566939fd3662977524024526434d1e76b1249702d59b5c35d72cc74c61763460,5018fd218c0e6c9061e5139a09a975615519b08c1903d00f5365a0b0a5ea4109,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,query_overlap_shared,lexical,128,ruler,15687,,47.15856396830611,3.853515625,8,False,False,0.0,False,0.0,False,string_match_all,ruler_public_string_match,True,string_match_all,0.0,0.6363636363636366,0.109375,128,128,128.0,21448,21448,21448.0,2745344,2065230984,882893836,48.553611583000134,25.620536833000074,22.643289917999937,1.5199581699990858,1.4441390820006745,2.9640972519997604,0.6350866180000594,0.0008795119999831513,0.05344795300050009,128,84.21284383114109,43.18346839451486,0.48721042503796747,11.874673203117858,22.93307475000006,22.741094955000108,0.09708362499998202,0.09159045500030061,0.05053903900000023,42.40116077411384,0.4854427009802481,0,every_n_steps,1,129,129,False,,,False,2,True,False
