sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,boundary,candidate_id,candidate_source,current_mask_hash,tau_mask_hash,mask_changed,controlled_exact_kl,action_only_risk,action_u_norm,action_r_norm,candidate_retained_attention_mass,adjacent_method,risk_all_old,risk_update_g,risk_update_f,risk_update_path,risk_update_gf,risk_update_gp,risk_update_fp,risk_full_fresh,risk_path_q1_only,risk_path_q3_only,risk_single_midpoint
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_00_attention_only,attention_only,09cb78ffc8b729ebade980e5fb8e2f62a907bf10def64dd660bfd1f7ad4c8fca,09cb78ffc8b729ebade980e5fb8e2f62a907bf10def64dd660bfd1f7ad4c8fca,False,1.1808205158219129e-06,4.1332305578766765e-07,0.6231910518161587,1.071717437642661,0.9880587810519939,mx.vjp_of_vjp,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.775049334192793e-07,8.779315868541543e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_01_aov,aov,db6b7e676b966b83bf6aa327e67b54a53d8037c1ed45f64cb4d7e9751d352432,db6b7e676b966b83bf6aa327e67b54a53d8037c1ed45f64cb4d7e9751d352432,False,1.08184729417837e-06,2.795858339500048e-07,0.6616903936897687,1.0748815366070514,0.9878696203437349,mx.vjp_of_vjp,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.803834989694481e-07,7.801032022245444e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_02_aor,aor,b0dfea27f98b4bb676c0d01cb3e02d337b8477ceba0736fb3253133cb03f06fa,b0dfea27f98b4bb676c0d01cb3e02d337b8477ceba0736fb3253133cb03f06fa,False,1.0906081013594535e-06,2.9005214870762047e-07,0.6615026241580281,1.0720862740723633,0.9878696203437349,mx.vjp_of_vjp,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.881225899503255e-07,7.880042290133161e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_03_v_ridge,v_ridge,64b4df0876641c67cb9f41f9011d980f3511aac1ce12e637b80c273069f320ba,64b4df0876641c67cb9f41f9011d980f3511aac1ce12e637b80c273069f320ba,False,9.67578883884268e-07,2.3136715968859102e-07,0.6193048408774949,0.9681832208918636,0.9896752173928216,mx.vjp_of_vjp,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.648748462654282e-07,6.66478112278642e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_04_snapkv,snapkv,279bde024961b8524154dd39422e908632ddc31d51e3e5b89eaee614b0d909c3,279bde024961b8524154dd39422e908632ddc31d51e3e5b89eaee614b0d909c3,False,1.1890749033685604e-06,3.3594134231936337e-07,0.6526747604494986,1.097309402742633,0.9912506035713264,mx.vjp_of_vjp,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.872591782047288e-07,8.856263300299735e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_05_old_stale_core,old_stale_core,20f74b338913e58ac2474fcd4d403b714d6defa9c79a3eb2f74bab87b232a567,20f74b338913e58ac2474fcd4d403b714d6defa9c79a3eb2f74bab87b232a567,False,1.0715907919608684e-06,2.74046339889071e-07,0.7143024903677135,1.171833503732759,1.0,mx.vjp_of_vjp,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.684453867795523e-07,7.712335679085604e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_06_fresh_core,fresh_core,e81e10a8b5e217b0e592996e33532bb18c0bff1bb54babf7e5998daa384f04d4,e81e10a8b5e217b0e592996e33532bb18c0bff1bb54babf7e5998daa384f04d4,False,4.931174335939366e-07,3.84750335564105e-08,0.37751557216464915,0.5782538675192442,0.9877519552177498,mx.vjp_of_vjp,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.9208008647454198e-07,1.921344273724264e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,32,0,0,1,selector_07_random_reference,random_reference,53830db65a10a04bafad76b4adc980015cfb9f60fced121d4ff72f609cc813a3,53830db65a10a04bafad76b4adc980015cfb9f60fced121d4ff72f609cc813a3,False,9.179152921772401e-07,2.0154099794825262e-07,0.6138201534736255,1.0060000678405927,0.9886175298362361,mx.vjp_of_vjp,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.161023606862412e-07,6.157461594323512e-07
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,33,1,0,1,selector_00_attention_only,attention_only,eae50b1e7a75bad7b4d4f4afd0bee59de2ca63f497825df66158353b0da91dfa,09cb78ffc8b729ebade980e5fb8e2f62a907bf10def64dd660bfd1f7ad4c8fca,True,2.387387776082257e-05,1.823666648726695e-05,0.7252138102688946,1.3353984928652358,0.9905448406777029,mx.vjp_of_vjp,3.1990566902132387e-07,1.9215101350989014e-05,1.9208846204973595e-05,9.502956279786414e-06,3.810404188694129e-05,2.069626815469683e-05,6.777670706529996e-06,1.7970982581440412e-05,2.8928115713733533e-06,2.9235595653308833e-06,9.568688851941177e-06
gov_report:102,gov_report,evaluation,fixed_tau_old_core,32,33,1,0,1,selector_01_aov,aov,0df172ce0e1d9a6b8241cc20cf14a65e5defa7901f11fee30fc4d34aa04ddce5,db6b7e676b966b83bf6aa327e67b54a53d8037c1ed45f64cb4d7e9751d352432,True,2.241530123979962e-05,1.698362328768945e-05,0.7376933729141539,1.3407409196740556,0.9905067074466125,mx.vjp_of_vjp,3.065450194607321e-07,1.8143538826705763e-05,1.714891656112074e-05,8.48908047676507e-06,3.498591036836577e-05,1.901914857396581e-05,6.00278662555148e-06,1.653285472275222e-05,2.5439078833697953e-06,2.547743656539125e-06,8.575285712889803e-06
