experiment_name,run_id,sample_id,official_dataset_index,code_commit_hash,repository_state_id,config_hash,model_name,model_family,backend,quant_bits,method,method_family,budget,benchmark,context_length,needle_depth,ppl,mean_nll,n_eval_tokens,contains_ground_truth,exact_match,answer_f1,correct,official_score,official_correct,official_metric_name,official_metric_implementation,dataset_official,primary_metric,primary_score,evidence_recall,evidence_precision,max_kv_len,final_kv_len,avg_kv_len,peak_token_head_slots,final_token_head_slots,avg_token_head_slots,slot_time_integral,peak_memory_bytes,active_memory_bytes,total_time_s,generation_time_s,prefill_time_s,decode_time_s,eviction_time_s,decode_loop_time_s,score_time_s,topk_time_s,cache_rebuild_time_s,generated_token_count,tokens_per_second,end_to_end_decode_tokens_per_second,eviction_overhead_fraction,avg_ms_per_token,ppl_time_s,ppl_prefill_time_s,ppl_decode_time_s,ppl_eviction_time_s,ppl_score_time_s,ppl_end_to_end_decode_tokens_per_second,ppl_eviction_overhead_fraction,ppl_score_refit_count,update_policy,update_interval,score_update_count,eviction_count,skipped,skipped_reason,unsupported_reason,oracle,artifact_schema_version,mechanism_artifacts_alignment_safe,sanity_check_failed
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1399,,3.9666808516928462,1.3779296875,128,False,False,0.2937625754527163,False,19.3159,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,19.3159,0.0,0.0,1015,1015,951.5,57344,57344,57344.0,7340032,1665723528,901229580,4.90635325,2.4593105420000003,0.8710464999999998,1.582487624999993,0.0,1.582487624999993,0.0,0.0,0.0,128,80.88530866078688,80.88530866078688,0.0,12.363184570312447,2.4470427079999997,0.859140333,1.579260739000003,0.0,0.0,81.05058071731102,0.0,0,every_n_steps,1,0,887,False,,,False,2,False,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,2881,,5.166269590779751,1.64215087890625,128,False,False,0.12844036697247707,False,11.0092,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,11.0092,0.0,0.0,1342,1342,1278.5,86016,86016,78624.0,10063872,1665723528,915909644,5.4583417500000015,2.7846202500000006,1.18077875,1.5980224939999825,0.0,1.5980224939999825,0.0,0.0,0.0,128,80.0989976552867,80.0989976552867,0.0,12.484550734374864,2.673721500000001,1.1786859580000026,1.4869581659999973,0.0,0.0,86.08177615670745,0.0,0,every_n_steps,1,0,1214,False,,,False,2,False,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,2,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,full,recency,128,longbench,1743,,12.835118650762164,2.55218505859375,128,False,False,0.1560846560846561,False,8.4656,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,8.4656,0.0,0.0,1038,1038,974.5,71680,71680,58912.0,7540736,1665723528,908569612,4.720583209000001,2.3594687499999996,0.8894779580000005,1.4636575050000058,0.0,1.4636575050000058,0.0,0.0,0.0,128,87.45215295432075,87.45215295432075,0.0,11.434824257812545,2.3611144590000013,0.8884409169999987,1.4646284599999913,0.0,0.0,87.39417776983575,0.0,0,every_n_steps,1,0,910,False,,,False,2,False,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,latest_attention_shared,attention,128,longbench,1399,,6.798398105560431,1.91668701171875,128,False,False,0.24448897795591182,False,11.6232,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,11.6232,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1684600024,1531936944,7.629195834000001,3.9103097499999997,0.879475375000002,1.9000067519999853,1.1199776600000035,3.019984411999989,0.23424954699997258,0.0010893690000131073,0.15693161899999097,128,67.3681816473887,42.384324730746485,0.37085544400485726,14.843802749999885,3.718886084000001,0.8757893330000037,1.7341599090000024,1.095841870000001,0.23293258199999656,45.229653546447416,0.38722303220149307,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,latest_attention_shared,attention,128,longbench,2881,,5.495774323855386,1.7039794921875,128,False,False,0.09908998988877654,False,7.6845,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,7.6845,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1722088224,1580842892,8.135084332999998,4.099858417,1.2493347500000027,1.7359669950000125,1.103204257999991,2.8391712530000035,0.23690933600001784,0.0010512439999956769,0.12302125000001496,128,73.73412073424764,45.08357847901887,0.38856559174945604,13.562242148437598,4.035225915999998,1.2012731250000002,1.7352844490000265,1.0854953339999618,0.23570300099999741,45.37752318398566,0.3848210131616525,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,2,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,latest_attention_shared,attention,128,longbench,1743,,18.96097297012653,2.9423828125,128,False,False,0.15425531914893617,False,7.4468,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,7.4468,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1684600024,1532972240,7.474967498999995,3.7320978329999974,0.9081937909999951,1.7233286570000317,1.0887673399999187,2.8120959969999504,0.2356398370000008,0.0011238409999521082,0.12274004200001087,128,74.27486305648874,45.51764951714138,0.38717289209239536,13.463505132812747,3.742869665999997,0.9062421249999986,1.7278669540000209,1.0957216320000214,0.231839789000027,45.332383278021254,0.3880599452175307,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,longbench,1399,,6.448390510454771,1.86383056640625,128,False,False,0.20120724346076457,False,12.4748,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,12.4748,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.533995499999996,3.270143791999999,0.8745984580000083,1.5494562919999808,0.8349394540000503,2.384395746000031,0.0010493329999903267,0.07642821200003169,0.038380581000012626,128,82.60962291151972,53.68236385034984,0.35016815283314945,12.10512728124985,3.263851707999997,0.8746557929999952,1.5366887090000176,0.8405169950000086,0.001019910999957574,53.84473030020905,0.3535735227227939,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,1,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,longbench,2881,,6.25648273671067,1.8336181640625,128,False,False,0.0992063492063492,False,7.3413,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,7.3413,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,7.159854833000004,3.5870786250000037,1.198223083000002,1.5408117040000135,0.8369221230000292,2.3777338270000428,0.0010060390000248276,0.07765549499998059,0.038367621000070073,128,83.07309690581042,53.83277074435872,0.3519830998308013,12.037591437500106,3.5727762080000005,1.1992115420000005,1.5283200429999582,0.8329795880000717,0.000983118000007721,54.207436582620794,0.3527631889932147,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,2,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,position_coverage_shared,geometry,128,longbench,1743,,17.342314050986392,2.8531494140625,128,False,False,0.166883963494133,False,9.9087,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,9.9087,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.601719832999997,3.291530791999996,0.9034690010000048,1.5385739590000185,0.8386912849999675,2.377265243999986,0.0010187029999286779,0.07633079100000373,0.03787070299998874,128,83.19392074151078,53.8433817274118,0.3527966797633342,12.020109054687644,3.310189041000001,0.9058173330000017,1.5466133310000387,0.8454792059999079,0.001018247000068584,53.509635609888136,0.35344753303744236,0,every_n_steps,1,129,129,False,,,False,2,True,False
statekv_freegen_govreport_token_rarity_replication_p21a,p21a_v1,0,,47a010d6d4ee71adb9d7aade1f8d6cdc06e3c8d7,051488e4c66a9bc257caec5dd311ff4b7cf242854dd251d057c733491aac515c,9bef2bf5e7274433e1a6849fec73a65eb5fb2d868dfb2e2aca99f0a02d06d90d,mlx-community/Qwen2.5-1.5B-Instruct-4bit,qwen,mlx,4,token_rarity_shared,lexical,128,longbench,1399,,6.5335675407512115,1.876953125,128,False,False,0.162839248434238,False,6.6806,,rouge_l,longbench_rouge_l_lcs_fallback,True,rouge_l,6.6806,0.0,0.0,128,128,128.0,21448,21448,21448.0,2745344,1665723528,882893836,6.411820292000016,3.2179155000000037,0.8678639170000011,1.5559321649999376,0.7830853319998496,2.3390174969997872,0.030016161000006036,0.0010064149999422511,0.038576168999995275,128,82.26579723673566,54.72383176448365,0.3347924216062078,12.155720039062013,3.193904792000012,0.8676831660000062,1.5328585399999923,0.7811181279999175,0.02919966799997553,55.31602879584652,0.3375652567296966,0,every_n_steps,1,129,129,False,,,False,2,True,False
